diff,send,accept1,position,time_limit,gotype2,para1,add,mainshow,season,quest_pre,pre,duration,reward_para,extra_reward,listType,name,type2,icon,accept2,id,type1,guide_complete,autoreward,bp_score,list,gopara,reward,is_chapter,autoopen,order,bubble,sub_icon,para3,desctype,desc,type,para2,progressshow
"","","","1","",75,"[""747000""]","1","","99-99","","601017001","","","","1","season_person_building_name003","0","dikuaishengji","10100010",601017002,"1","","","{}","619","[""747000""]","109001201","0","",2702,"","","",2,"372001",1,2,"1"
"","","","1","",75,"[""747000""]","1","","99-99","","601017002","","","","1","season_person_building_name003","0","dikuaishengji","10100010",601017003,"1","","","{}","619","[""747000""]","109001201","0","",2703,"","","",2,"372002",1,3,"1"
"","","","1","",75,"[""747000""]","1","","99-99","","601017003","","","","1","season_person_building_name003","0","dikuaishengji","10100010",601017004,"1","","","{}","619","[""747000""]","109001201","0","",2704,"","","",2,"372003",1,4,"1"
"","","","1","",75,"[""747000""]","1","","99-99","","601017004","","","","1","season_person_building_name003","0","dikuaishengji","10100010",601017005,"1","","","{}","619","[""747000""]","109001201","0","",2705,"","","",2,"372004",1,5,"1"
"","","","1","",75,"[""747000""]","1","","99-99","","601017005","","","","1","season_person_building_name003","0","dikuaishengji","10100010",601017006,"1","","","{}","619","[""747000""]","109001201","0","",2706,"","","",2,"372005",1,6,"1"
"","","","1","",75,"[""747000""]","1","","99-99","","601017006","","","","1","season_person_building_name003","0","dikuaishengji","10100010",601017007,"1","","","{}","619","[""747000""]","109001201","0","",2707,"","","",2,"372006",1,7,"1"
"","","","1","",75,"[""747000""]","1","","99-99","","601017007","","","","1","season_person_building_name003","0","dikuaishengji","10100010",601017008,"1","","","{}","619","[""747000""]","109001201","0","",2708,"","","",2,"372007",1,8,"1"
"","","","","",1,"[""1""]","1","","","","","","","","","2000019","92","","",7310001,"12","","","{}","","[""10103000""]","108103101","","",1,"","","",1,"2000035",12,50,""
"","","","","",1,"[""1""]","1","","","","","","","","","2000019","92","","",7310002,"12","","","{}","","[""10103000""]","108103102","","",2,"","","",1,"2000035",12,100,""
"","","","","",1,"[""1""]","1","","","","","","","","","2000019","92","","",7310003,"12","","","{}","","[""10103000""]","108103103","","",3,"","","",1,"2000035",12,300,""
"","","","","",1,"[""1""]","1","","","","","","","","","2000019","92","","",7310004,"12","","","{}","","[""10103000""]","108103104","","",4,"","","",1,"2000035",12,600,""
"","","","","",1,"[""1""]","1","","","","","","","","","2000019","92","","",7310005,"12","","","{}","","[""10103000""]","108103105","","",5,"","","",1,"2000035",12,1200,""
"","","","1","",60,"[""26""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000054,"1","","","{}","","[""5""]","109010202","0","",1066,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""27""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000055,"1","","","{}","","[""5""]","109010202","0","",1067,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""28""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000056,"1","","","{}","","[""5""]","109010202","0","",1068,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""29""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000057,"1","","","{}","","[""5""]","109010202","0","",1069,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""30""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000058,"1","","","{}","","[""5""]","109010202","0","",1070,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""31""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000059,"1","","","{}","","[""5""]","109010202","0","",1071,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""32""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000060,"1","","","{}","","[""5""]","109010202","0","",1072,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""33""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000061,"1","","","{}","","[""5""]","109010202","0","",1073,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""34""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000062,"1","","","{}","","[""5""]","109010202","0","",1074,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""35""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000063,"1","","","{}","","[""5""]","109010202","0","",1075,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""36""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000064,"1","","","{}","","[""5""]","109010202","0","",1076,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""37""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000065,"1","","","{}","","[""5""]","109010202","0","",1077,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""38""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000066,"1","","","{}","","[""5""]","109010202","0","",1078,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""39""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000067,"1","","","{}","","[""5""]","109010202","0","",1079,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""40""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000068,"1","","","{}","","[""5""]","109010202","0","",1080,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""41""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000069,"1","","","{}","","[""5""]","109010202","0","",1081,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""42""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000070,"1","","","{}","","[""5""]","109010202","0","",1082,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""43""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000071,"1","","","{}","","[""5""]","109010202","0","",1083,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""44""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000072,"1","","","{}","","[""5""]","109010202","0","",1084,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""45""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000073,"1","","","{}","","[""5""]","109010202","0","",1085,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""46""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000074,"1","","","{}","","[""5""]","109010202","0","",1086,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""47""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000075,"1","","","{}","","[""5""]","109010202","0","",1087,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""48""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000076,"1","","","{}","","[""5""]","109010202","0","",1088,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""49""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000077,"1","","","{}","","[""5""]","109010202","0","",1089,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""50""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000078,"1","","","{}","","[""5""]","109010202","0","",1090,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""51""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000079,"1","","","{}","","[""5""]","109010202","0","",1091,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""52""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000080,"1","","","{}","","[""5""]","109010202","0","",1092,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""53""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000081,"1","","","{}","","[""5""]","109010202","0","",1093,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""54""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000082,"1","","","{}","","[""5""]","109010202","0","",1094,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""55""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000083,"1","","","{}","","[""5""]","109010202","0","",1095,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""56""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000084,"1","","","{}","","[""5""]","109010202","0","",1096,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""57""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000085,"1","","","{}","","[""5""]","109010202","0","",1097,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""58""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000086,"1","","","{}","","[""5""]","109010202","0","",1098,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",60,"[""59""]","1","","2-2","","","","","","0","170406","430","dikuaishengji","10100010",602000087,"1","","","{}","","[""5""]","109010202","0","",1099,"","","",1,"season_quest_desc022",1,1,"1"
"","","","1","",12,"[""2""]","1","","","","","","","","1","","9","UI_building_10114000","10100000",530000600,"1","","","{}","504","[""2""]","102020000","0","",209,"","","",8,"170427",1,600000,"1"
"","","","1","",18,"{}","1","","","","","","","","1","170401","212","UI_building_10114000","10100000",500001500,"1","","","{}","501","[""10114000""]","102020001","0","",301,"","","",1,"170428",1,1500,"1"
"","","","1","",1,"[""10103000""]","1","","","","","","","","","170401","233","UI_building_10103000","10100000",1035001,"2","","","{}","","[""10103000"",""5""]","102013501","1","",1,"","1","30",2,"170538",1,2,"1"
"","","","1","",1,"[""10203000""]","1","","","","","","","","","170400","0","UI_building_10203000","10100000",1035002,"2","","","{}","","[""10203000"",""5""]","102013501","1","",2,"","1","",2,"371034",1,30,"1"
"","","","1","",1,"[""10206000""]","1","","","","","","","","","170400","0","UI_building_10206000","10100000",1035003,"2","","","{}","","[""10206000"",""5""]","102013501","1","",3,"","1","",2,"371034",1,30,"1"
"","","","1","",1,"[""10208000""]","1","","","","","","","","","170400","0","UI_building_10208000","10100000",1035004,"2","","","{}","","[""10208000"",""5""]","102013501","1","",4,"","1","",2,"371034",1,30,"1"
"","","","1","",1,"[""10116000""]","1","","","","","","","","","170400","0","UI_building_10116000","10100000",1035005,"2","","","{}","","[""10116000"",""5""]","102013501","1","",5,"","1","",2,"371034",1,30,"1"
"","","","1","",1,"[""10117000""]","1","","","","","","","","","170400","0","UI_building_10117000","10100000",1035006,"2","","","{}","","[""10117000"",""5""]","102013501","1","",6,"","1","",2,"371034",1,30,"1"
"","","","1","",1,"[""10118000""]","1","","","","","","","","","170400","0","UI_building_10118000","10100000",1035007,"2","","","{}","","[""10118000"",""5""]","102013501","1","",7,"","1","",2,"371034",1,30,"1"
"","","","1","",12,"[""14""]","1","","","","","","","","1","","9","UI_building_10114000","10100000",510004000,"1","","","{}","502","[""14""]","102020000","0","",309,"","","",8,"170427",1,4000000,"1"
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100001,"8","","","{}","","{}","108000001","","",1,"","","",1,"2000042",8,30000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100002,"8","","","{}","","{}","108000002","","",2,"","","",1,"2000042",8,60000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100003,"8","","","{}","","{}","108000003","","",3,"","","",1,"2000042",8,100000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100004,"8","","","{}","","{}","108000004","","",4,"","","",1,"2000042",8,150000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100005,"8","","","{}","","{}","108000005","","",5,"","","",1,"2000042",8,200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100006,"8","","","{}","","{}","108000006","","",6,"","","",1,"2000042",8,350000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100007,"8","","","{}","","{}","108000007","","",7,"","","",1,"2000042",8,600000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100008,"8","","","{}","","{}","108000008","","",8,"","","",1,"2000042",8,1000000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100009,"8","","","{}","","{}","108000009","","",9,"","","",1,"2000042",8,1400000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100010,"8","","","{}","","{}","108000010","","",10,"","","",1,"2000042",8,2000000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100011,"8","","","{}","","{}","108000001","","",1,"","","",1,"2000042",8,30000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100012,"8","","","{}","","{}","108000002","","",2,"","","",1,"2000042",8,100000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100013,"8","","","{}","","{}","108000003","","",3,"","","",1,"2000042",8,200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100014,"8","","","{}","","{}","108000004","","",4,"","","",1,"2000042",8,500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100015,"8","","","{}","","{}","108000005","","",5,"","","",1,"2000042",8,800000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100016,"8","","","{}","","{}","108000006","","",6,"","","",1,"2000042",8,1200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100017,"8","","","{}","","{}","108000007","","",7,"","","",1,"2000042",8,1600000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100018,"8","","","{}","","{}","108000008","","",8,"","","",1,"2000042",8,2200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100019,"8","","","{}","","{}","108000009","","",9,"","","",1,"2000042",8,2800000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100020,"8","","","{}","","{}","108000010","","",10,"","","",1,"2000042",8,3500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100021,"8","","","{}","","{}","108000001","","",1,"","","",1,"2000042",8,30000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100022,"8","","","{}","","{}","108000002","","",2,"","","",1,"2000042",8,100000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100023,"8","","","{}","","{}","108000003","","",3,"","","",1,"2000042",8,200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100024,"8","","","{}","","{}","108000004","","",4,"","","",1,"2000042",8,500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100025,"8","","","{}","","{}","108000005","","",5,"","","",1,"2000042",8,800000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100026,"8","","","{}","","{}","108000006","","",6,"","","",1,"2000042",8,1200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100027,"8","","","{}","","{}","108000007","","",7,"","","",1,"2000042",8,1600000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100028,"8","","","{}","","{}","108000008","","",8,"","","",1,"2000042",8,2200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100029,"8","","","{}","","{}","108000009","","",9,"","","",1,"2000042",8,2800000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100030,"8","","","{}","","{}","108000010","","",10,"","","",1,"2000042",8,3500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100031,"8","","","{}","","{}","108000011","","",11,"","","",1,"2000042",8,4500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100032,"8","","","{}","","{}","108000021","","",1,"","","",1,"2000042",8,30000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100033,"8","","","{}","","{}","108000022","","",2,"","","",1,"2000042",8,100000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100034,"8","","","{}","","{}","108000023","","",3,"","","",1,"2000042",8,200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100035,"8","","","{}","","{}","108000024","","",4,"","","",1,"2000042",8,500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100036,"8","","","{}","","{}","108000025","","",5,"","","",1,"2000042",8,800000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100037,"8","","","{}","","{}","108000026","","",6,"","","",1,"2000042",8,1200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100038,"8","","","{}","","{}","108000027","","",7,"","","",1,"2000042",8,1600000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100039,"8","","","{}","","{}","108000028","","",8,"","","",1,"2000042",8,2200000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100040,"8","","","{}","","{}","108000029","","",9,"","","",1,"2000042",8,2800000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100041,"8","","","{}","","{}","108000030","","",10,"","","",1,"2000042",8,3500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100042,"8","","","{}","","{}","108000031","","",11,"","","",1,"2000042",8,4500000,""
"","","","","",0,"[""0""]","","","","","","","","","","2000028","218","","",2100043,"8","","","{}","","{}","108000032","","",11,"","","",1,"2000042",8,4500000,""
"","","","1","",75,"[""741000""]","1","","99-99","","","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009001,"1","","","{}","611","[""741000""]","109001201","0","",1901,"","","",2,"130054",1,1,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009001","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009002,"1","","","{}","611","[""741000""]","109001201","0","",1902,"","","",2,"372001",1,2,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009002","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009003,"1","","","{}","611","[""741000""]","109001201","0","",1903,"","","",2,"372002",1,3,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009003","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009004,"1","","","{}","611","[""741000""]","109001201","0","",1904,"","","",2,"372003",1,4,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009004","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009005,"1","","","{}","611","[""741000""]","109001201","0","",1905,"","","",2,"372004",1,5,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009005","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009006,"1","","","{}","611","[""741000""]","109001201","0","",1906,"","","",2,"372005",1,6,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009006","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009007,"1","","","{}","611","[""741000""]","109001201","0","",1907,"","","",2,"372006",1,7,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009007","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009008,"1","","","{}","611","[""741000""]","109001201","0","",1908,"","","",2,"372007",1,8,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009008","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009009,"1","","","{}","611","[""741000""]","109001201","0","",1909,"","","",2,"372008",1,9,"1"
"","","","1","",75,"[""741000""]","1","","99-99","","601009009","","","","1","season_alliance_milestone_name004","0","dikuaishengji","10100010",601009010,"1","","","{}","611","[""741000""]","109001201","0","",1910,"","","",2,"372009",1,10,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033011,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4310,"","","",2,"372010",1,11,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033012,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4311,"","","",2,"372011",1,12,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033013,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4312,"","","",2,"372012",1,13,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033014,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4313,"","","",2,"372013",1,14,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033015,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4314,"","","",2,"372014",1,15,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033016,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4315,"","","",2,"372015",1,16,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033017,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4316,"","","",2,"372016",1,17,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033018,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4317,"","","",2,"372017",1,18,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033019,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4318,"","","",2,"372018",1,19,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033020,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4319,"","","",2,"372019",1,20,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033021,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4320,"","","",2,"372020",1,21,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033022,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4321,"","","",2,"372021",1,22,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033023,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4322,"","","",2,"372022",1,23,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033024,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4323,"","","",2,"372023",1,24,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033025,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4324,"","","",2,"372024",1,25,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033026,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4325,"","","",2,"372025",1,26,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033027,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4326,"","","",2,"372026",1,27,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033028,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4327,"","","",2,"372027",1,28,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033029,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4328,"","","",2,"372028",1,29,"1"
"","","","1","",1,"[""776000""]","1","","2-2","","","","","","1","season_person_building_name008","0","dikuaishengji","10100010",602033030,"1","","","{}","624","[""776000"",""5""]","109010201","0","",4329,"","","",2,"372029",1,30,"1"
"","","","","",0,"[""10""]","1","","","","","","","","","2000015","327","","",7130001,"12","","","{}","","{}","108101301","","",1,"","","",1,"2000033",12,1,""
"","","","","",0,"[""25""]","1","","","","","","","","","2000015","327","","",7130002,"12","","","{}","","{}","108101302","","",2,"","","",1,"2000033",12,1,""
"","","","","",0,"[""40""]","1","","","","","","","","","2000015","327","","",7130003,"12","","","{}","","{}","108101303","","",3,"","","",1,"2000033",12,1,""
"","","","","",0,"[""50""]","1","","","","","","","","","2000015","327","","",7130004,"12","","","{}","","{}","108101304","","",4,"","","",1,"2000033",12,1,""
"","","","","",0,"[""60""]","1","","","","","","","","","2000015","327","","",7130005,"12","","","{}","","{}","108101305","","",5,"","","",1,"2000033",12,1,""
"","","","","",0,"[""70""]","1","","","","","","","","","2000015","327","","",7130006,"12","","","{}","","{}","108101306","","",5,"","","",1,"2000033",12,1,""
"","","","1","",1,"[""10207000""]","","","","","","","","","1","170400","311","UI_building_10114000","10100007",300207002,"1","","","{}","310","[""10207000"",""5""]","102020002","0","",20,"","","1",2,"372001",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207002","","","","1","170400","311","UI_building_10114000","10100007",300207003,"1","","","{}","310","[""10207000"",""5""]","102020002","0","",30,"","","2",2,"372002",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207003","","","","1","170400","311","UI_building_10114000","10100007",300207004,"1","","","{}","310","[""10207000"",""5""]","102020002","0","",40,"","","3",2,"372003",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207004","","","","1","170400","311","UI_building_10114000","10100007",300207005,"1","","","{}","310","[""10207000"",""5""]","102020002","0","",50,"","","4",2,"372004",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207005","","","","1","170400","311","UI_building_10114000","10100007",300207006,"1","","","{}","310","[""10207000"",""5""]","102020002","0","",60,"","","5",2,"372005",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207006","","","","1","170400","311","UI_building_10114000","10100007",300207007,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",70,"","","6",2,"372006",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207007","","","","1","170400","311","UI_building_10114000","10100008",300207008,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",80,"","","7",2,"372007",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207008","","","","1","170400","311","UI_building_10114000","10100009",300207009,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",90,"","","8",2,"372008",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207009","","","","1","170400","311","UI_building_10114000","10100010",300207010,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",100,"","","9",2,"372009",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207010","","","","1","170400","311","UI_building_10114000","10100011",300207011,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",110,"","","10",2,"372010",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207011","","","","1","170400","311","UI_building_10114000","10100012",300207012,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",120,"","","11",2,"372011",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207012","","","","1","170400","311","UI_building_10114000","10100013",300207013,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",130,"","","12",2,"372012",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207013","","","","1","170400","311","UI_building_10114000","10100014",300207014,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",140,"","","13",2,"372013",1,1,"1"
"","","","1","",1,"[""10207000""]","","","","","300207014","","","","1","170400","311","UI_building_10114000","10100015",300207015,"1","","","{}","310","[""10207000"",""5""]","102020000","0","",150,"","","14",2,"372014",1,1,"1"
