para8,model,ban_move,building_effect,building_action,equal_glue_value,offer_range,is_stationed,produce_goods,building_show,produce_time,long_description,click_sfx,cost_resource,name,recommended_location,open_arms,mono_condition,zone,item,unlock_player_level,reward_show,building_inside,description,ruinTime,scan,time,building_prerequisites,build_type,need_science,disrecommend,max_hp,effect_local,tiles_2,upgrade_type,building_effect_last_hide,play_music_para,hero_slots,building_effect_last,para5,level_up,local_num,guard,display_range,model_garbage,coal_normal,time_condition,people,building_effect_local,exp_hero_show,produce_gain_consume,default_army,para1,season_group,direct_exchange,building,cost_consume,season_score,building_mail,receiving_building,working_perform,hero_sort,produce_cost_resource,hummer_build,produce_gain_resource,max_level,detail_desc,tab_type,need_talent,exp,need_pve,storage_resource,produce_cost_consume,pic,para7,para6,unlock_num,para4,id,red_dot,put,para3,effect_condition,effect_number_condition,bd_effect_result,reward,coal_overload,order,display_gallery_condition,no_queue,tiles,glue_exchange_id,resBuild,temperature_status,sup_main_build_id,main_sup_build_id,gift_id,zone_radius,buildclassification,model_world,display_order_gallery,season_mastery,para2,power
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,2782747,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"131800;13","0","1","","{}","","","71018;0.130",54000000,"","","5","","","10100000;27","1;260000000|14;260000000|2;42000000","","","","0","10105026","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105026,0,"","","","","71000;4;71000","105020726","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",131800
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,3895845,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"156100;13.5","0","1","","{}","","","71018;0.135",60000000,"","","5","","","10100000;28","1;370000000|14;370000000|2;59000000","","","","0","10105027","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105027,0,"","","","","71000;4;71000","105020727","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",156100
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,5064598,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"185100;14","0","1","","{}","","","71018;0.140",66000000,"","","5","","","10100000;29","1;520000000|14;520000000|2;83000000","","","","0","10105028","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105028,0,"","","","","71000;4;71000","105020728","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",185100
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,6583978,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"219500;14.5","0","1","","{}","","","71018;0.145",72000000,"","","5","","","10100000;30","1;720000000|14;720000000|2;120000000","","","","0","10105029","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105029,0,"","","","","71000;4;71000","105020729","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",219500
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,7242375,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"260000;15","0","1","","{}","2;57","","71018;0.150",79000000,"","","5","","","10100000;31","1;790000000|14;790000000|2;130000000|23;90000","","","","0","10105030","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105030,0,"","","","","71000;4;71000","105020730","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",260000
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,7966613,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"302400;15.5","0","1","","{}","2;57","","71018;0.155",87000000,"","","5","","","10100000;32","1;870000000|14;870000000|2;140000000|23;144000","","","","0","10105031","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105031,0,"","","","","71000;4;71000","105020731","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",302400
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,8763274,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"346900;16","0","1","","{}","2;57","","71018;0.160",96000000,"","","5","","","10100000;33","1;960000000|14;960000000|2;150000000|23;244800","","","","0","10105032","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105032,0,"","","","","71000;4;71000","105020732","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",346900
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,9201438,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"393500;16.5","0","1","","{}","2;57","","71018;0.165",110000000,"","","5","","","10100000;34","1;1000000000|14;1000000000|2;160000000|23;440640","","","","0","10105033","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105033,0,"","","","","71000;4;71000","105020733","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",393500
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,9661510,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"441200;17","0","1","","{}","2;57","","71018;0.170",120000000,"","","5","","","10100000;35","1;1100000000|14;1100000000|2;170000000|23;881280","","","","0","10105034","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105034,0,"","","","","71000;4;71000","105020734","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",441200
"","building_423000_tower",1,"","","",0,"","",0,"","135155","","","800351","","","","3;0","",0,"",1,"135135","0",2,0,"",0,"","",0,"135172,1;210182,3","6;8","","","","0","50126;5","",0,"491100;17.5","0","1","","{}","2;57","","71018;0.175",0,"","","5","","","","","","","","0","10105035","","{}","",35,"",5,"",0,0,"","","UI_building_10105000_1","","","1;10100000,1","",10105035,0,"","","","","71000;4;71000","105020735","{}",0,"",0,6,"","0","",0,"","",0,0,"","","","",491100
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,11228,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"9300","0","1","","{}","0;82","","",55000,"","","","","","10100000;13","1;580000|14;580000|2;280000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232012,0,"","","","","","105023812","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",9300
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,14597,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"10600","0","1","","{}","0;82","","",90000,"","","","","","10100000;14","1;810000|14;810000|2;390000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232013,0,"","","","","","105023813","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",10600
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,20435,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"12200","0","1","","{}","0;82","","",160000,"","","","","","10100000;15","1;1100000|14;1100000|2;550000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232014,0,"","","","","","105023814","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",12200
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,28609,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"14000","0","1","","{}","0;82","","",270000,"","","","","","10100000;16","1;2000000|14;2000000|2;970000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232015,0,"","","","","","105023815","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",14000
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,40053,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"16400","0","1","","{}","0;82","","",460000,"","","","","","10100000;17","1;2600000|14;2600000|2;1300000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232016,0,"","","","","","105023816","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",16400
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,56074,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"19200","0","1","","{}","0;82","","",780000,"","","","","","10100000;18","1;4600000|14;4600000|2;2200000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232017,0,"","","","","","105023817","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",19200
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,78503,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"22800","0","1","","{}","0;82","","",1300000,"","","","","","10100000;19","1;5500000|14;5500000|2;2700000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232018,0,"","","","","","105023818","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",22800
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,109904,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"26800","0","1","","{}","0;82","","",1900000,"","","","","","10100000;20","1;10000000|14;10000000|2;4800000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232019,0,"","","","","","105023819","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",26800
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,142875,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"32100","0","1","","{}","0;82","","",2600000,"","","","","","10100000;21","1;14000000|14;14000000|2;6700000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232020,0,"","","","","","105023820","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",32100
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,185737,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"38400","0","1","","{}","0;82","","",3400000,"","","","","","10100000;22","1;18000000|14;18000000|2;8700000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232021,0,"","","","","","105023821","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",38400
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,241458,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"45600","0","1","","{}","0;82","","",4100000,"","","","","","10100000;23","1;23000000|14;23000000|2;11000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232022,0,"","","","","","105023822","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",45600
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,338041,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"53700","0","1","","{}","0;82","","",4500000,"","","","","","10100000;24","1;28000000|14;28000000|2;14000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232023,0,"","","","","","105023823","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",53700
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,473257,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"62700","0","1","","{}","0;82","","",5000000,"","","","","","10100000;25","1;48000000|14;48000000|2;23000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232024,0,"","","","","","105023824","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",62700
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,662559,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"74300","0","1","","{}","0;82","","",5500000,"","","","","","10100000;26","1;67000000|14;67000000|2;32000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232025,0,"","","","","","105023825","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",74300
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,927583,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"88000","0","1","","{}","0;82","","",6000000,"","","","","","10100000;27","1;88000000|14;88000000|2;42000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232026,0,"","","","","","105023826","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",88000
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,1298615,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"103700","0","1","","{}","0;82","","",6600000,"","","","","","10100000;28","1;120000000|14;120000000|2;59000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232027,0,"","","","","","105023827","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",103700
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,1688200,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"122100","0","1","","{}","0;82","","",7300000,"","","","","","10100000;29","1;170000000|14;170000000|2;83000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232028,0,"","","","","","105023828","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",122100
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,2194660,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"144000","0","1","","{}","0;82","","",8000000,"","","","","","10100000;30","1;240000000|14;240000000|2;120000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232029,0,"","","","","","105023829","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",144000
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,2655538,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"170100","0","1","","{}","0;82","","",9700000,"","","","","","10100000;31","1;290000000|14;290000000|2;140000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232030,0,"","","","","","105023830","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",170100
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,3186645,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"198700","0","1","","{}","0;82","","",12000000,"","","","","","10100000;32","1;350000000|14;350000000|2;170000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232031,0,"","","","","","105023831","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",198700
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,3797419,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"230100","0","1","","{}","0;82","","",14000000,"","","","","","10100000;33","1;420000000|14;420000000|2;200000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232032,0,"","","","","","105023832","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",230100
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,4294005,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"264400","0","1","","{}","0;82","","",16000000,"","","","","","10100000;34","1;470000000|14;470000000|2;230000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232033,0,"","","","","","105023833","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",264400
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,4830755,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"300800","0","1","","{}","0;82","","",19000000,"","","","","","10100000;35","1;530000000|14;530000000|2;250000000","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232034,0,"","","","","","105023834","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",300800
"","building_10232000",0,"","","",0,"","",0,"","building_desc10232000","","","building_name10232000","","","","3;0","",0,"",1,"building_desc10232000","0",2,0,"",0,"","",0,"135172,1","2;2","","","","0","","",0,"339300","0","1","","{}","0;82","","",0,"","","","","","","","","","","","","","{}","",35,"",2,"",0,0,"","","UI_building_10232000","","","1;10100000,5","",10232035,0,"","","","","","105023835","{}",0,"",0,0,"","0","",0,"","",0,0,"","","","",339300
"","building_feixu_3",1,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,6,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"0","0","1","","{}","","","",0,"","","","","","","1;90|14;30","","","","0","10101000","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101000,1,"","","","","50111;4;50111|50112;4;50112","105020400","{}",0,"",1,2,"","0","",0,"","",0,0,"","","","",0
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,12,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"500","0","1","","{}","","","",280,"","","","","","10100000;2","1;230|14;75","","","","·","10101001","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101001,0,"","","","","50111;4;50111|50112;4;50112","105020401","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",500
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,47,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"1000","0","1","","{}","","","",840,"","","","","","10100000;3","1;1000|14;340","","","","0","10101002","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101002,0,"","","","","50111;4;50111|50112;4;50112","105020402","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",1000
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,117,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"1500","0","1","","{}","","","",2100,"","","","","","10100000;4","1;2500|14;840","","","","0","10101003","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101003,0,"","","","","50111;4;50111|50112;4;50112","105020403","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",1500
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,702,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"2000","0","1","","{}","","","",8800,"","","","","","10100000;5","1;20000|14;6800","","","","0","10101004","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101004,0,"","","","","50111;4;50111|50112;4;50112","105020404","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",2000
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,2106,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"2500","0","1","","{}","","","",16000,"","","","","","10100000;6","1;91000|14;30000","","","","0","10101005","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101005,0,"","","","","50111;4;50111|50112;4;50112","105020405","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",2500
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,4914,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"3000","0","1","","{}","","","",25000,"","","","","","10100000;7","1;210000|14;71000","","","","0","10101006","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101006,0,"","","","","50111;4;50111|50112;4;50112","105020406","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",3000
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,9828,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"3600","0","1","","{}","","","",60000,"","","","","","10100000;8","1;340000|14;110000","","","","0","10101007","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101007,0,"","","","","50111;4;50111|50112;4;50112","105020407","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",3600
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,13760,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"4300","0","1","","{}","","","",100000,"","","","","","10100000;9","1;540000|14;180000|2;58000","","","","0","10101008","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101008,0,"","","","","50111;4;50111|50112;4;50112","105020408","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",4300
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,17887,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"5300","0","1","","{}","","","",160000,"","","","","","10100000;10","1;650000|14;220000|2;70000","","","","0","10101009","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101009,0,"","","","","50111;4;50111|50112;4;50112","105020409","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",5300
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,23254,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"6300","0","1","","{}","","","",250000,"","","","","","10100000;11","1;1600000|14;540000|2;170000","","","","0","10101010","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101010,0,"","","","","50111;4;50111|50112;4;50112","105020410","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",6300
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,30229,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"7900","0","1","","{}","","","",410000,"","","","","","10100000;12","1;2800000|14;930000|2;300000","","","","0","10101011","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101011,0,"","","","","50111;4;50111|50112;4;50112","105020411","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",7900
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,39298,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"10000","0","1","","{}","","","",680000,"","","","","","10100000;13","1;3100000|14;1000000|2;330000","","","","0","10101012","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101012,0,"","","","","50111;4;50111|50112;4;50112","105020412","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",10000
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,51087,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"12200","0","1","","{}","","","",1100000,"","","","","","10100000;14","1;4300000|14;1400000|2;460000","","","","0","10101013","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101013,0,"","","","","50111;4;50111|50112;4;50112","105020413","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",12200
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,71522,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"14800","0","1","","{}","","","",2000000,"","","","","","10100000;15","1;6000000|14;2000000|2;640000","","","","0","10101014","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101014,0,"","","","","50111;4;50111|50112;4;50112","105020414","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",14800
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,100131,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"17900","0","1","","{}","","","",3300000,"","","","","","10100000;16","1;11000000|14;3600000|2;1100000","","","","0","10101015","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101015,0,"","","","","50111;4;50111|50112;4;50112","105020415","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",17900
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,140183,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"22000","0","1","","{}","","","",5700000,"","","","","","10100000;17","1;14000000|14;4600000|2;1500000","","","","0","10101016","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101016,0,"","","","","50111;4;50111|50112;4;50112","105020416","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",22000
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,196256,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"26600","0","1","","{}","","","",9600000,"","","","","","10100000;18","1;24000000|14;8100000|2;2600000","","","","0","10101017","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101017,0,"","","","","50111;4;50111|50112;4;50112","105020417","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",26600
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,274758,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"32700","0","1","","{}","","","",15000000,"","","","","","10100000;19","1;29000000|14;9700000|2;3100000","","","","0","10101018","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101018,0,"","","","","50111;4;50111|50112;4;50112","105020418","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",32700
"","building_10101000",0,"","","",0,"","",0,"","135151","city_blacksmith","","135111","","","","1;0","",0,"",1,"135131","0",2,384662,"",0,"","",0,"135172,1","3;3","","","","4","","",0,"39400","0","1","","{}","","","",23000000,"","","","","","10100000;20","1;52000000|14;17000000|2;5600000","","","","0","10101019","","{}","",35,"",2,"",0,0,"","","UI_building_10101000","","","1;10100000,9","",10101019,0,"","","","","50111;4;50111|50112;4;50112","105020419","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",39400
