effect,first_name,last_name,template_id,id,base_supply,trans_goods,quality,base_produce,worker_dialog_idle,working_building,star,isBonus,speed_run_city,trans_resource_item,base_process,isShow,power,base_collect,rate_recruit,desc,speed_city,gender,appearance,garbage_max
"[50101,0.08]","worker_type_5","440204","",10502,"","510050;5",1,"","worker_hall_dialog_idle1","[10207000]",0,"",2,"","",1,1600,"",5000,"",2,0,22303,2
"[50101,0.08]","worker_type_5","440101","",10503,"","510050;5",1,"","worker_hall_dialog_idle1","[10207000]",0,"",2,"","",1,1600,"",5000,"",2,1,21307,2
"[50101,0.08]","worker_type_5","440104","",10504,"","510050;5",1,"","worker_hall_dialog_idle1","[10207000]",0,"",2,"","",1,1600,"",5000,"",2,1,21103,2
"[50102,0.05]","worker_type_2","440208","",40203,"","840203;10",4,"","worker_hall_dialog_idle1","[10203000]",1,"",8,"","",1,10000,"",750,"",8,0,22205,8
"[50102,0.05]","worker_type_2","440203","",40204,"","840204;10",4,"","worker_hall_dialog_idle1","[10203000]",1,"",8,"","",1,10000,"",750,"",8,0,22205,8
"[50102,0.05]","worker_type_2","440103","",40205,"","840205;10",4,"","worker_hall_dialog_idle1","[10203000]",1,"",8,"","",1,10000,"",750,"",8,1,21205,8
"[50102,0.05]","worker_type_2","440108","",40206,"","840206;10",4,"","worker_hall_dialog_idle1","[10203000]",1,"",8,"","",1,10000,"",750,"",8,1,21205,8
"[75255,0.025]","440013","440107","",52501,"","510010;1",5,"","worker_hall_dialog_idle1","[10118000]",0,"1",10,"","",0,5000,"",250,"",10,1,21507,10
"[75255,0.025]","440013","440109","",52502,"","510010;1",5,"","worker_hall_dialog_idle1","[10118000]",0,"1",10,"","",0,5000,"",250,"",10,1,21105,10
"[50111,0.024]","440004","440102","",22807,"","510050;10",2,"","worker_hall_dialog_idle1","[10101000]",0,"",4,"","",1,3200,"",2500,"",4,1,21505,4
"[50111,0.024]","440004","440108","",22808,"","510050;10",2,"","worker_hall_dialog_idle1","[10101000]",0,"",4,"","",1,3200,"",2500,"",4,1,21202,4
"[71030,0.024]","440007","440103","",31001,"","510008;1",3,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",6,"","",0,1600,"",1500,"",6,1,21105,6
"[71030,0.024]","440007","440104","",31002,"","510008;1",3,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",6,"","",0,1600,"",1500,"",6,1,21507,6
"[75255,0.025]","440013","440207","",52509,"","510010;1",5,"","worker_hall_dialog_idle1","[10118000]",0,"1",10,"","",0,5000,"",250,"",10,0,22506,10
"[75255,0.025]","440013","440209","",52510,"","510010;1",5,"","worker_hall_dialog_idle1","[10118000]",0,"1",10,"","",0,5000,"",250,"",10,0,22506,10
"[71030,0.024]","440007","440207","",31009,"","510008;1",3,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",6,"","",0,1600,"",1500,"",6,0,22103,6
"[71030,0.024]","440007","440205","",31010,"","510008;1",3,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",6,"","",0,1600,"",1500,"",6,0,22107,6
"[75152,0.025]","440009","440205","",51507,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,0,22502,10
"[75152,0.025]","440009","440208","",51508,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,0,22505,10
"[75152,0.025]","440009","440105","",51509,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,1,21104,10
"[75152,0.025]","440009","440107","",51510,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,1,21302,10
"[50108,0.04]","440018","440205","",12601,"","510050;5",1,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",0,"",2,"","",1,1600,"",5000,"",2,0,22405,2
"[50108,0.04]","440018","440201","",12602,"","510050;5",1,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",0,"",2,"","",1,1600,"",5000,"",2,0,22403,2
"[50108,0.04]","440018","440106","",12603,"","510050;5",1,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",0,"",2,"","",1,1600,"",5000,"",2,1,21306,2
"[50108,0.04]","440018","440104","",12604,"","510050;5",1,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",0,"",2,"","",1,1600,"",5000,"",2,1,21101,2
"[75055,0.01]","440013","440203","",42305,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,0,22103,8
"[75055,0.01]","440013","440205","",42306,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,0,22506,8
"[75055,0.01]","440013","440108","",42307,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,1,21402,8
"[75055,0.01]","440013","440103","",42308,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,1,21402,8
"[71032,0.008]","440007","440208","",20805,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,0,22104,4
"[71032,0.008]","440007","440202","",20806,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,0,22107,4
"[71032,0.008]","440007","440109","",20807,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,1,21506,4
"[71032,0.008]","440007","440107","",20808,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,1,21506,4
"[50101,0.5]","worker_type_5","440210","",50507,"","850507;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22305,10
"[50101,0.5]","worker_type_5","440203","",50508,"","850508;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22102,10
"[50114,300]","440016","440103","",33101,"","510050;20",3,"","worker_hall_dialog_idle1","[10119000]",0,"",6,"","",1,6400,"",1500,"",6,1,21505,6
"[50114,300]","440016","440105","",33102,"","510050;20",3,"","worker_hall_dialog_idle1","[10119000]",0,"",6,"","",1,6400,"",1500,"",6,1,21405,6
"[50101,0.5]","worker_type_5","440205","",50511,"","850511;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22102,10
"[50101,0.5]","worker_type_5","440221","",50512,"","850512;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22305,10
"[75252,0.002]","440009","440202","",11601,"","510006;1",1,"","worker_hall_dialog_idle1","[10107000]",0,"",2,"","",0,800,"",5000,"",2,0,22508,2
"[75252,0.002]","440009","440203","",11602,"","510006;1",1,"","worker_hall_dialog_idle1","[10107000]",0,"",2,"","",0,800,"",5000,"",2,0,22207,2
"[75252,0.002]","440009","440109","",11603,"","510006;1",1,"","worker_hall_dialog_idle1","[10107000]",0,"",2,"","",0,800,"",5000,"",2,1,21303,2
"[75252,0.002]","440009","440101","",11604,"","510006;1",1,"","worker_hall_dialog_idle1","[10107000]",0,"",2,"","",0,800,"",5000,"",2,1,21302,2
"[50114,300]","440016","440208","",33109,"","510050;20",3,"","worker_hall_dialog_idle1","[10119000]",0,"",6,"","",1,6400,"",1500,"",6,0,22202,6
"[50114,300]","440016","440207","",33110,"","510050;20",3,"","worker_hall_dialog_idle1","[10119000]",0,"",6,"","",1,6400,"",1500,"",6,0,22105,6
"[50101,0.5]","worker_type_5","440219","",50519,"","850519;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22204,10
"[50101,0.5]","worker_type_5","440204","",50520,"","850520;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22303,10
"[50101,0.5]","worker_type_5","440105","",50521,"","850521;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,1,21106,10
"[50101,0.5]","worker_type_5","440112","",50522,"","850522;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,1,21103,10
"[50101,0.5]","worker_type_5","440209","",50523,"","850523;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22204,10
"[50101,0.5]","worker_type_5","440220","",50524,"","850524;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,0,22303,10
"[50101,0.5]","worker_type_5","440120","",50525,"","850525;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,1,21103,10
"[50101,0.5]","worker_type_5","440106","",50526,"","850526;10",5,"","worker_hall_dialog_idle1","[10207000]",1,"1",10,"","",1,20750,"",250,"",10,1,21106,10
"[75154,0.006]","440013","440209","",32101,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,0,22107,6
"[75154,0.006]","440013","440203","",32102,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,0,22208,6
"[75154,0.006]","440013","440106","",32103,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,1,21507,6
"[75154,0.006]","440013","440104","",32104,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,1,21507,6
"[50104,0.01]","worker_type_1","440208","",10601,"","510050;5",1,"","worker_hall_dialog_idle1","[10208000]",0,"",2,"","",1,1600,"",5000,"",2,0,22507,2
"[50104,0.01]","worker_type_1","440204","",10602,"","510050;5",1,"","worker_hall_dialog_idle1","[10208000]",0,"",2,"","",1,1600,"",5000,"",2,0,22502,2
"[50104,0.01]","worker_type_1","440100","",10603,"","510050;5",1,"","worker_hall_dialog_idle1","[10208000]",0,"",2,"","",1,1600,"",5000,"",2,1,21401,2
"[50104,0.01]","worker_type_1","440102","",10604,"","510050;5",1,"","worker_hall_dialog_idle1","[10208000]",0,"",2,"","",1,1600,"",5000,"",2,1,21301,2
"[50024,0.32]","440001","440201","",40303,"","840303;10",4,"","worker_hall_dialog_idle1","[10202000]",1,"",8,"","",1,10000,"",750,"",8,0,22204,8
"[50024,0.32]","440001","440200","",40304,"","840304;10",4,"","worker_hall_dialog_idle1","[10202000]",1,"",8,"","",1,10000,"",750,"",8,0,22304,8
"[50024,0.32]","440001","440102","",40305,"","840305;10",4,"","worker_hall_dialog_idle1","[10202000]",1,"",8,"","",1,10000,"",750,"",8,1,21103,8
"[50024,0.32]","440001","440107","",40306,"","840306;10",4,"","worker_hall_dialog_idle1","[10202000]",1,"",8,"","",1,10000,"",750,"",8,1,21103,8
"[50112,0.016]","440004","440208","",22905,"","510007;1",2,"","worker_hall_dialog_idle1","[10101000]",0,"",4,"","",0,1200,"",2500,"",4,0,22105,4
"[50112,0.016]","440004","440206","",22906,"","510007;1",2,"","worker_hall_dialog_idle1","[10101000]",0,"",4,"","",0,1200,"",2500,"",4,0,22105,4
"[50112,0.016]","440004","440106","",22907,"","510007;1",2,"","worker_hall_dialog_idle1","[10101000]",0,"",4,"","",0,1200,"",2500,"",4,1,21405,4
"[50112,0.016]","440004","440102","",22908,"","510007;1",2,"","worker_hall_dialog_idle1","[10101000]",0,"",4,"","",0,1200,"",2500,"",4,1,21406,4
"[50105,0.024]","440005","440108","",31101,"","510050;20",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",1,6400,"",1500,"",6,1,21105,6
"[50105,0.024]","440005","440109","",31102,"","510050;20",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",1,6400,"",1500,"",6,1,21402,6
"[50108,0.25]","440018","440200","",52607,"","852607;10",5,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",1,"1",10,"","",1,20750,"",250,"",10,0,22406,10
"[50108,0.25]","440018","440201","",52608,"","852608;10",5,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",1,"1",10,"","",1,20750,"",250,"",10,0,22405,10
"[50108,0.25]","440018","440106","",52609,"","852609;10",5,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",1,"1",10,"","",1,20750,"",250,"",10,1,21101,10
"[50108,0.25]","440018","440104","",52610,"","852610;10",5,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",1,"1",10,"","",1,20750,"",250,"",10,1,21201,10
"[50108,0.25]","440018","440202","",52611,"","852611;10",5,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",1,"1",10,"","",1,20750,"",250,"",10,1,22306,10
"[50108,0.25]","440018","440209","",52612,"","852612;10",5,"","worker_hall_dialog_idle1","[10123000,10142000,10234000]",1,"1",10,"","",1,20750,"",250,"",10,1,22507,10
"[50105,0.024]","440005","440206","",31109,"","510050;20",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",1,6400,"",1500,"",6,0,22104,6
"[50105,0.024]","440005","440203","",31110,"","510050;20",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",1,6400,"",1500,"",6,0,22107,6
"[50131,0.04]","440006","440205","",43403,"","843403;10",4,"","worker_hall_dialog_idle1","[10124000]",1,"",8,"","",1,10000,"",750,"",8,0,22106,8
"[50131,0.04]","440006","440218","",43404,"","843404;10",4,"","worker_hall_dialog_idle1","[10124000]",1,"",8,"","",1,10000,"",750,"",8,0,22405,8
"[50131,0.04]","440006","440111","",43405,"","843405;10",4,"","worker_hall_dialog_idle1","[10124000]",1,"",8,"","",1,10000,"",750,"",8,1,21102,8
"[50131,0.04]","440006","440103","",43406,"","843406;10",4,"","worker_hall_dialog_idle1","[10124000]",1,"",8,"","",1,10000,"",750,"",8,1,21305,8
"[50023,0.24]","440000","440105","",30101,"","510050;20",3,"","worker_hall_dialog_idle1","[10201000]",0,"",6,"","",1,6400,"",1500,"",6,1,21203,6
"[50023,0.24]","440000","440102","",30102,"","510050;20",3,"","worker_hall_dialog_idle1","[10201000]",0,"",6,"","",1,6400,"",1500,"",6,1,21204,6
"[75252,0.025]","440009","440205","",51607,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,0,22503,10
"[75252,0.025]","440009","440201","",51608,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,0,22302,10
"[75252,0.025]","440009","440104","",51609,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,1,21302,10
"[75252,0.025]","440009","440106","",51610,"","510010;1",5,"","worker_hall_dialog_idle1","[10107000]",0,"1",10,"","",0,5000,"",250,"",10,1,21302,10
"[50023,0.24]","440000","440205","",30109,"","510050;20",3,"","worker_hall_dialog_idle1","[10201000]",0,"",6,"","",1,6400,"",1500,"",6,0,22206,6
"[50023,0.24]","440000","440209","",30110,"","510050;20",3,"","worker_hall_dialog_idle1","[10201000]",0,"",6,"","",1,6400,"",1500,"",6,0,22404,6
"[75155,0.01]","440013","440206","",42405,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,0,22208,8
"[75155,0.01]","440013","440209","",42406,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,0,22104,8
"[75155,0.01]","440013","440109","",42407,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,1,21507,8
"[75155,0.01]","440013","440107","",42408,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,1,21402,8
"[71002,0.008]","440007","440202","",20905,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,0,22208,4
"[71002,0.008]","440007","440204","",20906,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,0,22107,4
"[71002,0.008]","440007","440102","",20907,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,1,21506,4
"[71002,0.008]","440007","440104","",20908,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,1,21402,4
"[50104,0.125]","worker_type_1","440208","",50607,"","850607;10",5,"","worker_hall_dialog_idle1","[10208000]",1,"1",10,"","",1,26750,"",250,"",10,0,22505,10
"[50104,0.125]","worker_type_1","440209","",50608,"","850608;10",5,"","worker_hall_dialog_idle1","[10208000]",1,"1",10,"","",1,26750,"",250,"",10,0,22401,10
"[50115,5400]","440010","440108","",33201,"","510050;20",3,"","worker_hall_dialog_idle1","[10115000]",0,"",6,"","",1,6400,"",1500,"",6,1,21401,6
"[50115,5400]","440010","440103","",33202,"","510050;20",3,"","worker_hall_dialog_idle1","[10115000]",0,"",6,"","",1,6400,"",1500,"",6,1,21104,6
"[50115,5400]","440010","440207","",33209,"","510050;20",3,"","worker_hall_dialog_idle1","[10115000]",0,"",6,"","",1,6400,"",1500,"",6,0,22507,6
"[50115,5400]","440010","440209","",33210,"","510050;20",3,"","worker_hall_dialog_idle1","[10115000]",0,"",6,"","",1,6400,"",1500,"",6,0,22504,6
"[75052,0.01]","440009","440202","",41403,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,0,22508,8
"[75052,0.01]","440009","440200","",41404,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,0,22207,8
"[75052,0.01]","440009","440104","",41405,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,1,21303,8
"[75052,0.01]","440009","440107","",41406,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,1,21304,8
"[75254,0.006]","440013","440200","",32201,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,0,22104,6
"[75254,0.006]","440013","440203","",32202,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,0,22104,6
"[75254,0.006]","440013","440103","",32203,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,1,21506,6
"[75254,0.006]","440013","440107","",32204,"","510008;1",3,"","worker_hall_dialog_idle1","[10117000]",0,"",6,"","",0,1600,"",1500,"",6,1,21402,6
"[50103,0.05]","worker_type_3","440209","",40403,"","840403;10",4,"","worker_hall_dialog_idle1","[10206000]",1,"",8,"","",1,10000,"",750,"",8,0,22307,8
"[50103,0.05]","worker_type_3","440203","",40404,"","840404;10",4,"","worker_hall_dialog_idle1","[10206000]",1,"",8,"","",1,10000,"",750,"",8,0,22404,8
"[50103,0.05]","worker_type_3","440104","",40405,"","840405;10",4,"","worker_hall_dialog_idle1","[10206000]",1,"",8,"","",1,10000,"",750,"",8,1,21204,8
"[50103,0.05]","worker_type_3","440100","",40406,"","840406;10",4,"","worker_hall_dialog_idle1","[10206000]",1,"",8,"","",1,10000,"",750,"",8,1,21204,8
"[50113,7200]","440017","440203","",23005,"","510050;10",2,"","worker_hall_dialog_idle1","[10120000]",0,"",4,"","",1,3200,"",2500,"",4,0,22503,4
"[50113,7200]","440017","440207","",23006,"","510050;10",2,"","worker_hall_dialog_idle1","[10120000]",0,"",4,"","",1,3200,"",2500,"",4,0,22207,4
"[50113,7200]","440017","440101","",23007,"","510050;10",2,"","worker_hall_dialog_idle1","[10120000]",0,"",4,"","",1,3200,"",2500,"",4,1,21302,4
"[50113,7200]","440017","440103","",23008,"","510050;10",2,"","worker_hall_dialog_idle1","[10120000]",0,"",4,"","",1,3200,"",2500,"",4,1,21304,4
"[50106,0.012]","440005","440102","",31201,"","510008;1",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",0,1600,"",1500,"",6,1,21402,6
"[50106,0.012]","440005","440106","",31202,"","510008;1",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",0,1600,"",1500,"",6,1,21105,6
"[50110,3]","440008","440201","",52709,"","852709;10",5,"","worker_hall_dialog_idle1","[10106000]",1,"1",10,"","",1,20750,"",250,"",10,0,22502,10
"[50110,3]","440008","440205","",52710,"","852710;10",5,"","worker_hall_dialog_idle1","[10106000]",1,"1",10,"","",1,20750,"",250,"",10,0,22201,10
"[50110,3]","440008","440110","",52711,"","852711;10",5,"","worker_hall_dialog_idle1","[10106000]",1,"",10,"","",1,20750,"",250,"",10,0,21105,10
"[50106,0.012]","440005","440203","",31209,"","510008;1",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",0,1600,"",1500,"",6,0,22506,6
"[50106,0.012]","440005","440206","",31210,"","510008;1",3,"","worker_hall_dialog_idle1","[10103000]",0,"",6,"","",0,1600,"",1500,"",6,0,22103,6
"[75053,0.025]","440013","440100","",51701,"","510010;1",5,"","worker_hall_dialog_idle1","[10116000]",0,"1",10,"","",0,5000,"",250,"",10,1,21507,10
"[75053,0.025]","440013","440103","",51702,"","510010;1",5,"","worker_hall_dialog_idle1","[10116000]",0,"1",10,"","",0,5000,"",250,"",10,1,21105,10
"[50102,0.03]","worker_type_2","440105","",30201,"","510050;20",3,"","worker_hall_dialog_idle1","[10203000]",0,"",6,"","",1,6400,"",1500,"",6,1,21203,6
"[50102,0.03]","worker_type_2","440104","",30202,"","510050;20",3,"","worker_hall_dialog_idle1","[10203000]",0,"",6,"","",1,6400,"",1500,"",6,1,21204,6
"[75053,0.025]","440013","440200","",51709,"","510010;1",5,"","worker_hall_dialog_idle1","[10116000]",0,"1",10,"","",0,5000,"",250,"",10,0,22104,10
"[75053,0.025]","440013","440202","",51710,"","510010;1",5,"","worker_hall_dialog_idle1","[10116000]",0,"1",10,"","",0,5000,"",250,"",10,0,22208,10
"[50102,0.03]","worker_type_2","440202","",30209,"","510050;20",3,"","worker_hall_dialog_idle1","[10203000]",0,"",6,"","",1,6400,"",1500,"",6,0,22206,6
"[50102,0.03]","worker_type_2","440209","",30210,"","510050;20",3,"","worker_hall_dialog_idle1","[10203000]",0,"",6,"","",1,6400,"",1500,"",6,0,22206,6
"[50111,0.012]","440004","440108","",12803,"","510050;5",1,"","worker_hall_dialog_idle1","[10101000]",0,"",2,"","",1,1600,"",5000,"",2,1,21405,2
"[50111,0.012]","440004","440106","",12804,"","510050;5",1,"","worker_hall_dialog_idle1","[10101000]",0,"",2,"","",1,1600,"",5000,"",2,1,21406,2
"[75255,0.01]","440013","440203","",42505,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,0,22506,8
"[75255,0.01]","440013","440201","",42506,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,0,22506,8
"[75255,0.01]","440013","440108","",42507,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,1,21507,8
"[75255,0.01]","440013","440104","",42508,"","510009;1",4,"","worker_hall_dialog_idle1","[10118000]",0,"",8,"","",0,2500,"",750,"",8,1,21402,8
"[71030,0.016]","440007","440203","",21005,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,0,22506,4
"[71030,0.016]","440007","440209","",21006,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,0,22208,4
"[71030,0.016]","440007","440103","",21007,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,1,21105,4
"[71030,0.016]","440007","440107","",21008,"","510007;1",2,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"",4,"","",0,1200,"",2500,"",4,1,21402,4
"[71000,0.025]","440007","440200","",50705,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22208,10
"[71000,0.025]","440007","440202","",50706,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22103,10
"[71000,0.025]","440007","440102","",50707,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,1,21507,10
"[71000,0.025]","440007","440109","",50708,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,1,21506,10
"[71000,0.025]","440007","440112","",50709,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22103,10
"[71000,0.025]","440007","440105","",50710,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22104,10
"[71000,0.025]","440007","440219","",50711,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,1,22208,10
"[71000,0.025]","440007","440207","",50712,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,1,22103,10
"[71000,0.025]","440007","440111","",50713,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22103,10
"[71000,0.025]","440007","440104","",50714,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22107,10
"[71000,0.025]","440007","440208","",50715,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,1,22104,10
"[71000,0.025]","440007","440205","",50716,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,1,22506,10
"[71000,0.025]","440007","440117","",50717,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22107,10
"[71000,0.025]","440007","440101","",50718,"","510010;1",5,"","worker_hall_dialog_idle1","[10105000,10125000,10135000,10145000]",0,"1",10,"","",0,5000,"",250,"",10,0,22107,10
"[75152,0.01]","440009","440201","",41503,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,0,22502,8
"[75152,0.01]","440009","440206","",41504,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,0,22501,8
"[75152,0.01]","440009","440105","",41505,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,1,21401,8
"[75152,0.01]","440009","440108","",41506,"","510009;1",4,"","worker_hall_dialog_idle1","[10107000]",0,"",8,"","",0,2500,"",750,"",8,1,21201,8
"[75055,0.006]","440013","440203","",32301,"","510008;1",3,"","worker_hall_dialog_idle1","[10118000]",0,"",6,"","",0,1600,"",1500,"",6,0,22103,6
