firelogic,damage_delay,is_normal_attack,enhance_fragment,pos_condition,is_focus,pve_buff_bullet,pvp_pos_num,property_out_of_battle,animation,buff_evaluate_score,pvp_troop_condition,triggerType,name,level_up_desc,pvp_damage_type,icon,property_target_type,maxStar,skill_cat,star,enhance_desc_pre,actionType,power,group,levelup_consume_sp,pvp_damage,pvp_buff_param,level_up_desc_param,animation_move,priority,property,horizontal_speed,buff_condition,pvp_buff_bullet,property_pos_condition,bullet,attack_range,maxLevel,debuff_evaluate_score,pvp_triggerParam,pvp_buff_condition,pvp_bullet,pvp_bullet_critical,pvp_cast_interval,display_type,pvp_cast_count,bullet_damage_rate,apType,desc_para,target_type,damage_ratio,pvp_other_condition_para,moving_logic,enhance_resource,pvp_other_condition,desc,pvp_pos_condition,pvp_actionParam,buff_param,property_troop_condition,pvp_actionType,pvp_triggerType,pre_cd,pvp_apType,skin_skill_effect,skill_effect,id,bullet_critical,troop_condition,matching_animation,matching_animation_move,displayCast_type,pve_animation_move,effect_incity,firepoint,need_rank,damage_to_monster,cast_interval,cast_count,other_condition_para,property_pos_num,world_bullet,other_condition,property_other_condition,attack_interval,pvp_buff_ID,actionParam,pve_animation,pos_num,pvp_buff_level,triggerParam,buff
0,"","1","45","","","","","","attack","0","0",0,"2401600","skill_levelup_effect2","0","Assets/Main/Sprites/SkillIcons/skill_icon13.png","0",5,0,3,"{}",1,"[17300,1730]",401600,"[180,180,360,360,540,540,720,720,1080,1440,2160,2880,3600,4320,5040,5760,6480,7200,8280,9360,10440,11520,12600,13680,14760,16200,18000,19800,21600,0]","0.582;0.019","","[""70%""]","attack_move","1","",20,"","","3","401603","25",10,"0","","","","","","1","1","[""0;0"",""0.582;0.019""]",0,"","0",1.75,"","{}","","0","1401600","3","","","0","1","","1550","0","{}","1100",401603,"","","attack","attack_move","","attack_move","","{}","16","","","","","","","1","0","1550","","","attack","","","",""
0,"","1","60","","","","","","attack","0","0",0,"2401600","skill_levelup_effect2","0","Assets/Main/Sprites/SkillIcons/skill_icon13.png","0",5,0,4,"{}",1,"[25950,1730]",401600,"[180,180,360,360,540,540,720,720,1080,1440,2160,2880,3600,4320,5040,5760,6480,7200,8280,9360,10440,11520,12600,13680,14760,16200,18000,19800,21600,0]","0.582;0.019","","[""100%""]","attack_move","1","",20,"","","3","401604","25",20,"0","","","","","","1","1","[""0;0"",""0.582;0.019""]",0,"","0",2,"","{}","","0","1401600","3","","","0","1","","1550","0","{}","1100",401604,"","","attack","attack_move","","attack_move","","{}","21","","","","","","","1","0","1550","","","attack","","","",""
0,"","1","90","","","","","","attack","0","0",0,"2401600","skill_levelup_effect2","0","Assets/Main/Sprites/SkillIcons/skill_icon13.png","0",5,0,5,"{}",1,"[34600,1730]",401600,"[180,180,360,360,540,540,720,720,1080,1440,2160,2880,3600,4320,5040,5760,6480,7200,8280,9360,10440,11520,12600,13680,14760,16200,18000,19800,21600,0]","0.582;0.019","","[""150%""]","attack_move","1","",20,"","","3","401605","25",30,"0","","","","","","1","1","[""0;0"",""0.582;0.019""]",0,"","0",2.5,"","{}","","0","1401600","3","","","0","1","","1550","0","{}","1100",401605,"","","attack","attack_move","","attack_move","","{}","26","","","","","","","1","0","1550","","","attack","","","",""
0,"","1","","","","","","","attack","0","",0,"159001","","","","0",0,0,1,"{}",1,"[800,100]",200,"{}","","","{}","attack_move","1","",20,"","","","200","4",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","","","","","","1","","0","0","{}","200",200,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","1500","","","attack","","","",""
0,"","1","","","","","","","attack","0","",0,"159002","","","","0",0,0,1,"{}",1,"[800,100]",201,"{}","","","{}","attack_move","1","",20,"","","","201","6",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","","","","","","1","","0","0","{}","220",201,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","2000","","","attack","","","",""
0,"","1","","","","","","","attack","0","",0,"800269","","","","0",0,0,1,"{}",1,"[800,100]",202,"{}","","","{}","attack_move","1","",20,"","","","202","8",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","800269","","","","","1","","0","0","{}","202",202,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","2000","","","attack","","","",""
0,"","1","","","","","","","attack","0","",0,"159002","","","","0",0,0,1,"{}",1,"[800,100]",203,"{}","","","{}","attack_move","1","",20,"","","","201","3",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","","","","","","1","","0","0","{}","200",203,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","2000","","","attack","","","",""
0,"","1","","","","","","","attack","0","",0,"800269","","","","0",0,0,1,"{}",1,"[800,100]",204,"{}","","","{}","attack_move","1","",20,"","","","204","8",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","800269","","","","","1","","0","0","{}","202",204,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","2000","","","attack","","","",""
0,"","0","","","","","","","attack","0","",0,"159002","","","","0",0,0,1,"{}",1,"[800,100]",205,"{}","","","{}","attack_move","2","",20,"","","","205","4",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","","","","","","1","","3000","0","{}","218",205,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","5000","","","attack","","","",""
0,"","0","","","","","","","attack","0","",0,"800269","","","","0",0,0,1,"{}",1,"[800,100]",206,"{}","","","{}","attack_move","2","",20,"","","","206","8",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","800269","","","","","1","","5000","0","{}","202",206,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","7000","","","attack","","","",""
0,"","0","","1","","","","","attack","0","",0,"","","","","3",0,0,1,"{}",2,"[800,100]",207,"{}","","","{}","attack_move","2","",20,"","","","","8",1,"0","","","","","","","","[""0;0"",""0;0""]",0,"","3",1,"","{}","","","","","","","","2","","3000","0","{}","300",207,"","0","attack","attack_move","","attack_move","","{}","","","","","","","","1","","10000","","","attack","","","","207"
0,"","0","","","","","","","attack","0","",0,"","","","","0",0,0,1,"{}",1,"[800,100]",208,"{}","","","{}","attack_move","2","",20,"","","","208","4",1,"0","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","","","","","","1","","8000","0","{}","202",208,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","10000","","","attack","","","",""
0,"","0","","","","","","","attack","0","",0,"","","","","0",0,0,1,"{}",1,"[800,100]",209,"{}","","","{}","attack_move","2","",20,"","","","209","5",1,"0","","","","","","","","[""0;0"",""1;0""]",0,"","0",1,"","{}","","","","","","","","1","","5000","0","{}","202",209,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","9000","","","attack","","","",""
0,"","0","","1","","","","","attack","0","",0,"","","","","3",0,0,1,"{}",2,"[800,100]",210,"{}","","","{}","attack_move","2","",20,"","","","","8",1,"0","","","","","","","","[""0;0"",""0;0""]",0,"","3",1,"","{}","","","","","","","","2","","3000","0","{}","300",210,"","0","attack","attack_move","","attack_move","","{}","","","","","","","","1","","10000","","","attack","","","","210"
0,"","0","","0","","","","","attack","0","",0,"","","","","3|0",0,0,1,"{}",2,"[800,100]",211,"{}","","","{}","attack_move","2","",20,"","","","","15",1,"0","","","","","","","","[""0;0"",""0;0""]",0,"","3|0",1,"","{}","","","","","","","","2","","7000","0","{}","300",211,"","0","attack","attack_move","","attack_move","","{}","","","","","","","","0","","10000","","","attack","","","","211"
0,"","0","","0","","","","","attack","0","",0,"","","","","0",0,0,1,"{}",2,"[800,100]",212,"{}","","","{}","attack_move","2","",20,"","","","","15",1,"0","","","","","","","","[""0;0"",""0;0""]",0,"","0",1,"","{}","","","","","","","","2","","7000","0","{}","300",212,"","0","attack","attack_move","","attack_move","","{}","","","","","","","","0","","9000","","","attack","","","","212"
0,"","1","","","","","","","attack","","",0,"800269","","","","0",0,0,1,"{}",1,"[800,100]",213,"{}","","","{}","attack_move","1","",20,"","","","213","8",1,"","","","","","","","","[""1;0"",""0;0""]",0,"","0",1,"","{}","","","800269","","","","","1","","0","0","{}","202",213,"","","attack","attack_move","","attack_move","","{}","","","","","","","","1","","2000","","","attack","","","",""
0,"","1","","","","","","","attack","0","",0,"159002","","","","0",0,0,1,"{}",1,"[800,100]",214,"{}","","","{}","attack_move","1","",20,"","","","214","100",1,"0","","","","","","","","[""0;1"",""0;0""]",0,"","0",1,"","{}","","","","","","","","1","","0","0","{}","200",214,"","","attack","attack_move","","attack_move","","{}","","","","","","","","3","","100000","","","attack","","","",""
0,"","1","","","","","","","attack","0","",0,"159002","","","","0",0,0,1,"{}",1,"[800,100]",215,"{}","","","{}","attack_move","1","",20,"","","","215","100",1,"0","","","","","","","","[""0;1"",""0;0""]",0,"","0",1,"","{}","","","","","","","","1","","0","0","{}","200",215,"","","attack","attack_move","","attack_move","","{}","","","","","","","","3","","100000","","","attack","","","",""
0,"","0","","1","","","","","attack","0","",0,"","","","","3",0,0,1,"{}",2,"[800,100]",216,"{}","","","{}","attack_move","2","",20,"","","","","",1,"0","","","","","","","","{}",0,"","3",1,"","{}","","","","","","","","2","","1000","0","{}","216",216,"","0","attack","attack_move","","attack_move","","{}","","","","","","","","0","","300","","","attack","","","","216"
0,"","0","90","","","","","","attack","0","0",3,"2401620","","","Assets/Main/Sprites/SkillIcons/skill_icon15.png","3",5,0,5,"[""1500622"",""1500622"",""1500622"",""1500622"",""1500622""]",3,"[34600,1730]",401620,"[180,180,360,360,540,540,720,720,1080,1440,2160,2880,3600,4320,5040,5760,6480,7200,8280,9360,10440,11520,12600,13680,14760,16200,18000,19800,21600,0]","","","{}","attack_move","1","75953;0.28;0.003",20,"","","1","","25",30,"0","","","","","","","","{}",1,"","3",1,"","{}","","0","1501140","1","","","0","3","2","0","1","{}","1",401625,"","0","attack","attack_move","","attack_move","","{}","26","","","","","","","1","0","90000","","","attack","","","",""
0,"","0","","","","","","","attack","0","",0,"","","","","0",0,0,1,"{}",1,"[800,100]",218,"{}","","","{}","attack_move","2","",20,"4","","","218","100",1,"0","","","","","","","","[""0;0"",""1;0""]",0,"","0",1,"","{}","","","","","","","","1","","0","0","{}","214",218,"","","attack","attack_move","","attack_move","","{}","","","","","","","","3","","100000","","","attack","","","","215"
0,"","0","","","","","","","attack","0","",4,"","","","","0",0,0,1,"{}",4,"[800,100]",220,"{}","","","{}","attack_move","2","",20,"","","","","",1,"0","","","","","","","","{}",1,"","0",1,"","{}","","","","","1","","","4","4","0","1","{}","214",220,"","","attack","attack_move","","attack_move","","{}","","","","","","","","0","","100000","","200109;10;0.2","attack","","","",""
0,"","0","","1","","","","","attack","0","",0,"","","","","3",0,0,1,"{}",2,"[800,100]",221,"{}","","","{}","attack_move","2","",20,"","","","","",1,"0","","","","","","","","{}",0,"","3",1,"","{}","","","","","","","","2","","0","0","{}","216",221,"","0","attack","attack_move","","attack_move","","{}","","","","","","","","0","","100000","","","attack","","","","221"
0,"","0","","","1","","","75050;0.1;0|75150;0.1;0|75250;0.1;0","attack","0","",2,"220382","","","Assets/Main/Sprites/SkillIcons/skill_icon28.png","3",0,0,0,"{}",3,"[10800]",401630,"{}","","","{}","attack_move","","",20,"","","1","","",1,"0","","","","","","","","{}",1,"","",1,"","{}","","","220383","","","","0","3","2","","1","{}","",401630,"","","attack","attack_move","","attack_move","","{}","1","","","","","","","","0","","","","attack","","","",""
0,"","0","","","1","","","75050;0.1;0|75150;0.1;0|75250;0.1;0","attack","0","",2,"220382","","","Assets/Main/Sprites/SkillIcons/skill_icon28.png","3",0,0,1,"{}",3,"[10800]",401630,"{}","","","{}","attack_move","","",20,"","","1","","",1,"0","","","","","","","","{}",1,"","",1,"","{}","","","220383","","","","0","3","2","","1","{}","",401631,"","","attack","attack_move","","attack_move","","{}","1","","","","","","","","0","","","","attack","","","",""
0,"","0","","","1","","","75050;0.1;0|75150;0.1;0|75250;0.1;0","attack","0","",2,"220382","","","Assets/Main/Sprites/SkillIcons/skill_icon28.png","3",0,0,2,"{}",3,"[10800]",401630,"{}","","","{}","attack_move","","",20,"","","1","","",1,"0","","","","","","","","{}",1,"","",1,"","{}","","","220383","","","","0","3","2","","1","{}","",401632,"","","attack","attack_move","","attack_move","","{}","1","","","","","","","","0","","","","attack","","","",""
0,"","0","","","1","","","75050;0.1;0|75150;0.1;0|75250;0.1;0","attack","0","",2,"220382","","","Assets/Main/Sprites/SkillIcons/skill_icon28.png","3",0,0,3,"{}",3,"[10800]",401630,"{}","","","{}","attack_move","","",20,"","","1","","",1,"0","","","","","","","","{}",1,"","",1,"","{}","","","220383","","","","0","3","2","","1","{}","",401633,"","","attack","attack_move","","attack_move","","{}","1","","","","","","","","0","","","","attack","","","",""
0,"","0","","","1","","","75050;0.1;0|75150;0.1;0|75250;0.1;0","attack","0","",2,"220382","","","Assets/Main/Sprites/SkillIcons/skill_icon28.png","3",0,0,4,"{}",3,"[10800]",401630,"{}","","","{}","attack_move","","",20,"","","1","","",1,"0","","","","","","","","{}",1,"","",1,"","{}","","","220383","","","","0","3","2","","1","{}","",401634,"","","attack","attack_move","","attack_move","","{}","1","","","","","","","","0","","","","attack","","","",""
0,"","0","","","1","","","75050;0.1;0|75150;0.1;0|75250;0.1;0","attack","0","",2,"220382","","","Assets/Main/Sprites/SkillIcons/skill_icon28.png","3",0,0,5,"{}",3,"[10800]",401630,"{}","","","{}","attack_move","","",20,"","","1","","",1,"0","","","","","","","","{}",1,"","",1,"","{}","","","220383","","","","0","3","2","","1","{}","",401635,"","","attack","attack_move","","attack_move","","{}","1","","","","","","","","0","","","","attack","","","",""
0,"","0","","","","","","","attack","0","0",6,"2501200","","0","","0",0,0,0,"{}",1,"[800,100]",501999,"{}","","","{}","attack","1","",20,"","","","501922","25",1,"0","","","","","","1","1","[""1.597;0.062"",""0;0""]",1,"","0",1,"","{}","","0","1401000","","","","0","1","","0","0","{}","1020",501999,"","","attack","attack_move","","attack","","{}","","","","","","","","1","0","0","","","attack","","","501110",""
0,"","1","20","","","","","","attack","0","0",0,"2502000","","0","Assets/Main/Sprites/SkillIcons/skill_icon14.png","0",5,0,0,"{}",1,"[3600,1920]",502000,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.416;0.014","","{}","attack_move","1","",20,"","","3","502000","40",1,"0","","","","","","1","1","[""0.416;0.014"",""0;0""]",0,"","0",1,"","{}","","0","1502000","3","","","0","1","","1000","0","{}","502000",502000,"","","attack","attack_move","","attack_move","","{}","1","","","","","","","1","0","1000","","","attack","","","",""
0,"","1","30","","","","","","attack","0","0",0,"2502000","skill_levelup_effect1","0","Assets/Main/Sprites/SkillIcons/skill_icon14.png","0",5,0,1,"{}",1,"[7200,1920]",502000,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.416;0.014","","[""30%""]","attack_move","1","",20,"","","3","502001","40",1,"0","","","","","","1","1","[""0.416;0.014"",""0;0""]",0,"","0",1.3,"","{}","","0","1502000","3","","","0","1","","1000","0","{}","502000",502001,"","","attack","attack_move","","attack_move","","{}","6","","","","","","","1","0","1000","","","attack","","","",""
0,"","1","40","","","","","","attack","0","0",0,"2502000","skill_levelup_effect2","0","Assets/Main/Sprites/SkillIcons/skill_icon14.png","0",5,0,2,"{}",1,"[12000,1920]",502000,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.416;0.014","","[""70%""]","attack_move","1","",20,"","","3","502002","40",5,"0","","","","","","1","1","[""0.416;0.014"",""0;0""]",0,"","0",1.7,"","{}","","0","1502000","3","","","0","1","","1000","0","{}","502000",502002,"","","attack","attack_move","","attack_move","","{}","11","","","","","","","1","0","1000","","","attack","","","",""
0,"","1","60","","","","","","attack","0","0",0,"2502000","skill_levelup_effect2","0","Assets/Main/Sprites/SkillIcons/skill_icon14.png","0",5,0,3,"{}",1,"[19200,1920]",502000,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.416;0.014","","[""120%""]","attack_move","1","",20,"","","3","502003","40",10,"0","","","","","","1","1","[""0.416;0.014"",""0;0""]",0,"","0",2.2,"","{}","","0","1502000","3","","","0","1","","1000","0","{}","502000",502003,"","","attack","attack_move","","attack_move","","{}","16","","","","","","","1","0","1000","","","attack","","","",""
0,"","1","80","","","","","","attack","0","0",0,"2502000","skill_levelup_effect2","0","Assets/Main/Sprites/SkillIcons/skill_icon14.png","0",5,0,4,"{}",1,"[28800,1920]",502000,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.416;0.014","","[""185%""]","attack_move","1","",20,"","","3","502004","40",20,"0","","","","","","1","1","[""0.416;0.014"",""0;0""]",0,"","0",2.85,"","{}","","0","1502000","3","","","0","1","","1000","0","{}","502000",502004,"","","attack","attack_move","","attack_move","","{}","21","","","","","","","1","0","1000","","","attack","","","",""
0,"","1","120","","","","","","attack","0","0",0,"2502000","skill_levelup_effect2","0","Assets/Main/Sprites/SkillIcons/skill_icon14.png","0",5,0,5,"{}",1,"[38400,1920]",502000,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.416;0.014","","[""270%""]","attack_move","1","",20,"","","3","502005","40",30,"0","","","","","","1","1","[""0.416;0.014"",""0;0""]",0,"","0",3.7,"","{}","","0","1502000","3","","","0","1","","1000","0","{}","502000",502005,"","","attack","attack_move","","attack_move","","{}","26","","","","","","","1","0","1000","","","attack","","","",""
0,"","0","20","","","","1","","attack","0","0",0,"2502010","","0","Assets/Main/Sprites/SkillIcons/skill_icon43.png","0",5,0,0,"[""1000082"",""1502011"",""1000083"",""1502011"",""1000084""]",1,"[3600,1920]",502010,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.44;0.017","","{}","attack_move","2","",20,"1","","4","502010","40",1,"43092","","1","502016","","30","1","10","[""0.44;0.017"",""0;0""]",0,"","0",1,"","{}","","0","1502010","4","","","0","1","","10000","0","{}","502000",502010,"","","attack","attack_move","","attack_move","","{}","1","","","","","1","","4","0","10000","502010","","attack","","","","502010"
0,"","0","30","","","","1","","attack","0","0",0,"2502010","","0","Assets/Main/Sprites/SkillIcons/skill_icon43.png","0",5,0,1,"[""1000082"",""1502011"",""1000083"",""1502011"",""1000084""]",1,"[7200,1920]",502010,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.44;0.017","","{}","attack_move","2","",20,"1","","4","502010","40",1,"43092","","1","502017","","30","1","10","[""0.44;0.017"",""0;0""]",0,"","0",1.3,"","{}","","0","1502010","4","","","0","1","","10000","0","{}","502000",502011,"","","attack","attack_move","","attack_move","","{}","6","","","","","1","","4","0","10000","502011","","attack","","","","502011"
0,"","0","40","","","","1","","attack","0","0",0,"2502010","","0","Assets/Main/Sprites/SkillIcons/skill_icon43.png","0",5,0,2,"[""1000082"",""1502011"",""1000083"",""1502011"",""1000084""]",1,"[12000,1920]",502010,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.429;0.017","","{}","attack_move","2","",20,"1","","4","502010","40",5,"56020","","1","502018","","30","1","15","[""0.429;0.017"",""0;0""]",0,"","0",1.3,"","{}","","0","1502010","4","","","0","1","","10000","0","{}","502000",502012,"","","attack","attack_move","","attack_move","","{}","11","","","","","1","","4","0","10000","502012","","attack","","","","502012"
0,"","0","60","","","","1","","attack","0","0",0,"2502010","","0","Assets/Main/Sprites/SkillIcons/skill_icon43.png","0",5,0,3,"[""1000082"",""1502011"",""1000083"",""1502011"",""1000084""]",1,"[19200,1920]",502010,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.429;0.017","","{}","attack_move","2","",20,"1","","4","502010","40",10,"56020","","1","502019","","30","1","15","[""0.429;0.017"",""0;0""]",0,"","0",1.7,"","{}","","0","1502010","4","","","0","1","","10000","0","{}","502000",502013,"","","attack","attack_move","","attack_move","","{}","16","","","","","1","","4","0","10000","502013","","attack","","","","502013"
0,"","0","80","","","","1","","attack","0","0",0,"2502010","","0","Assets/Main/Sprites/SkillIcons/skill_icon43.png","0",5,0,4,"[""1000082"",""1502011"",""1000083"",""1502011"",""1000084""]",1,"[28800,1920]",502010,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.369;0.017","","{}","attack_move","2","",20,"1","","4","502010","40",20,"72826","","1","502020","","30","1","20","[""0.369;0.017"",""0;0""]",0,"","0",1.7,"","{}","","0","1502010","4","","","0","1","","10000","0","{}","502000",502014,"","","attack","attack_move","","attack_move","","{}","21","","","","","1","","4","0","10000","502014","","attack","","","","502014"
0,"","0","120","","","","1","","attack","0","0",0,"2502010","","0","Assets/Main/Sprites/SkillIcons/skill_icon43.png","0",5,0,5,"[""1000082"",""1502011"",""1000083"",""1502011"",""1000084""]",1,"[38400,1920]",502010,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","0.369;0.017","","{}","attack_move","2","",20,"1","","4","502010","40",30,"72826","","1","502021","","30","1","20","[""0.369;0.017"",""0;0""]",0,"","0",2.2,"","{}","","0","1502010","4","","","0","1","","10000","0","{}","502000",502015,"","","attack","attack_move","","attack_move","","{}","26","","","","","1","","4","0","10000","502015","","attack","","","","502015"
0,"","0","20","","","","","","attack","0","0",3,"2502020","","","Assets/Main/Sprites/SkillIcons/skill_icon22.png","3",5,0,0,"[""1500622"",""1500622"",""1500622"",""1500622"",""1500622""]",3,"[3600,1920]",502020,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","","","{}","attack_move","1","75951;0.09;0.002",20,"","","1","","40",1,"0","","","","","","","","{}",1,"","3",1,"","{}","","0","1502020","1","","","0","3","2","0","1","{}","1",502020,"","0","attack","attack_move","","attack_move","","{}","1","","","","","","","1","0","90000","","","attack","","","",""
0,"","0","30","","","","","","attack","0","0",3,"2502020","","","Assets/Main/Sprites/SkillIcons/skill_icon22.png","3",5,0,1,"[""1500622"",""1500622"",""1500622"",""1500622"",""1500622""]",3,"[7200,1920]",502020,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","","","{}","attack_move","1","75951;0.12;0.002",20,"","","1","","40",1,"0","","","","","","","","{}",1,"","3",1,"","{}","","0","1502020","1","","","0","3","2","0","1","{}","1",502021,"","0","attack","attack_move","","attack_move","","{}","6","","","","","","","1","0","90000","","","attack","","","",""
0,"","0","40","","","","","","attack","0","0",3,"2502020","","","Assets/Main/Sprites/SkillIcons/skill_icon22.png","3",5,0,2,"[""1500622"",""1500622"",""1500622"",""1500622"",""1500622""]",3,"[12000,1920]",502020,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","","","{}","attack_move","1","75951;0.15;0.002",20,"","","1","","40",5,"0","","","","","","","","{}",1,"","3",1,"","{}","","0","1502020","1","","","0","3","2","0","1","{}","1",502022,"","0","attack","attack_move","","attack_move","","{}","11","","","","","","","1","0","90000","","","attack","","","",""
0,"","0","60","","","","","","attack","0","0",3,"2502020","","","Assets/Main/Sprites/SkillIcons/skill_icon22.png","3",5,0,3,"[""1500622"",""1500622"",""1500622"",""1500622"",""1500622""]",3,"[19200,1920]",502020,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","","","{}","attack_move","1","75951;0.18;0.002",20,"","","1","","40",10,"0","","","","","","","","{}",1,"","3",1,"","{}","","0","1502020","1","","","0","3","2","0","1","{}","1",502023,"","0","attack","attack_move","","attack_move","","{}","16","","","","","","","1","0","90000","","","attack","","","",""
0,"","0","80","","","","","","attack","0","0",3,"2502020","","","Assets/Main/Sprites/SkillIcons/skill_icon22.png","3",5,0,4,"[""1500622"",""1500622"",""1500622"",""1500622"",""1500622""]",3,"[28800,1920]",502020,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","","","{}","attack_move","1","75951;0.21;0.002",20,"","","1","","40",20,"0","","","","","","","","{}",1,"","3",1,"","{}","","0","1502020","1","","","0","3","2","0","1","{}","1",502024,"","0","attack","attack_move","","attack_move","","{}","21","","","","","","","1","0","90000","","","attack","","","",""
0,"","0","120","","","","","","attack","0","0",3,"2502020","","","Assets/Main/Sprites/SkillIcons/skill_icon22.png","3",5,0,5,"[""1500622"",""1500622"",""1500622"",""1500622"",""1500622""]",3,"[38400,1920]",502020,"[200,200,400,400,600,600,800,800,1200,1600,2400,3200,4000,4800,5600,6400,7200,8000,9200,10400,11600,12800,14000,15200,16400,18000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000,42000,44000,0]","","","{}","attack_move","1","75951;0.24;0.002",20,"","","1","","40",30,"0","","","","","","","","{}",1,"","3",1,"","{}","","0","1502020","1","","","0","3","2","0","1","{}","1",502025,"","0","attack","attack_move","","attack_move","","{}","26","","","","","","","1","0","90000","","","attack","","","",""
