show_model_rank_pos,not_rendom_generate,show_model_skill_scale,show_model_pos,buff_path,left_right_action,show_model_path_B,show_model_path_city,hero_detail_shadow_scale,show_model_rank_scale,hero_detail_shadow_pos,hero_showtime_name,city_model_path,half_icon_path_B,half_icon_path_location,canon_path,id,show_model_scale,model_path,gacha_preview_pic,show_model_path,walk_sound,ui_path,model_size,queue_icon_path_B,Temporary_model,show_model_skill_pos,pose_icon_path,half_icon_path,Heroimg_model,queue_icon_path,fire_path,canon_rotation,world_model_path,queue_model_path
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_boss_diaolingzhe02/prefab/A_Monster_boss_diaolingzhe02_wuran.prefab","","","",250022,0,"Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_boss_diaolingzhe02/prefab/A_Monster_boss_diaolingzhe02_wuran.prefab","","","","","1","","","{}","","","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_boss_diaolingzhe02/prefab/A_Monster_boss_diaolingzhe02_wuran.prefab","world_monster_boss_big_new_S1_daodan","[""A_Monster@boss_diaolingzhe02_skin/To_unity/DeformationSystem/Root/pao_01/pao_02/pao_03/pao_04/fire_point""]","{}","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_boss_diaolingzhe02/prefab/A_Monster_boss_diaolingzhe02_wuran.prefab","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_boss_diaolingzhe02/prefab/A_Monster_boss_diaolingzhe02_wuran.prefab"
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_S2_xiong01/prefab/A_Monster_S2_xiong01.prefab","","","",250023,0,"Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_S2_xiong01/prefab/A_Monster_S2_xiong01.prefab","","","","","1","","","{}","","","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_S2_xiong01/prefab/A_Monster_S2_xiong01.prefab","A_Monster_S2_mengma_daodan","[""A_Monster@xiong01_skin/To_unity/DeformationSystem/Root/fire_point""]","{}","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_S2_xiong01/prefab/A_Monster_S2_xiong01.prefab","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_S2_xiong01/prefab/A_Monster_S2_xiong01.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.8,2.5]",1,"[0,0.25]","Hero_Doctor_01_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_chongwu.prefab","","","A_Hero@Tom_zhuanwu_chongwu_skin/To_unity/DeformationSystem/Root",5001900,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_chongwu.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Carly.prefab","","","1","","Aldridge","[0,0]","","hero_icon_Carly","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_PBR_zhanshi.prefab","hero_icon_Carly","[""A_Hero@Tom_zhuanwu_chongwu_skin/To_unity/DeformationSystem/Root/firepoint""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_chongwu.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_chongwu.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.3,2.9]",1,"[0.05,0.25]","Hero_Carlie_zhuanwu_01_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_01/prefab/A_Hero_Tom_zhuanwu_01_city.prefab","","","A_Hero_Tom_zhuanwu_01/A_Hero@Tom_zhuanwu_01_Low_skin/To_unity/DeformationSystem/Root",5001901,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_01/prefab/A_Hero_Tom_zhuanwu_01_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Carly.prefab","","","1","","Aldridge","[0,0]","","hero_icon_Carly","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_01/prefab/A_Hero_Tom_zhuanwu_01_PBR_zhanshi.prefab","hero_icon_Carly","[""A_Hero_Tom_zhuanwu_01/A_Hero@Tom_zhuanwu_01_Low_skin/To_unity/DeformationSystem/Root/Root_M/firepoint""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_01/prefab/A_Hero_Tom_zhuanwu_01_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_01/prefab/A_Hero_Tom_zhuanwu_01_city.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.3,2.9]",1,"[0.05,0.25]","Hero_Carlie_zhuanwu_02_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_02/prefab/A_Hero_Tom_zhuanwu_02_city.prefab","","","A_Hero_Tom_zhuanwu_02/A_Hero@Tom_zhuanwu_02_Low_skin/To_unity/DeformationSystem/Root",5001902,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_02/prefab/A_Hero_Tom_zhuanwu_02_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Carly.prefab","","","1","","Aldridge","[0,0]","","hero_icon_Carly","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_02/prefab/A_Hero_Tom_zhuanwu_02_PBR_zhanshi.prefab","hero_icon_Carly","[""A_Hero_Tom_zhuanwu_02/A_Hero@Tom_zhuanwu_02_Low_skin/To_unity/DeformationSystem/Root/Root_M/firepoint""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_02/prefab/A_Hero_Tom_zhuanwu_02_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_02/prefab/A_Hero_Tom_zhuanwu_02_city.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.3,2.9]",1,"[0.05,0.25]","Hero_Carlie_zhuanwu_03_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_03/prefab/A_Hero_Tom_zhuanwu_03_city.prefab","","","A_Hero_Tom_zhuanwu_03/A_Hero@Tom_zhuanwu_03_Low_skin/To_unity/DeformationSystem/Root",5001903,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_03/prefab/A_Hero_Tom_zhuanwu_03_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Carly.prefab","","","1","","Aldridge","[0,0]","","hero_icon_Carly","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_03/prefab/A_Hero_Tom_zhuanwu_03_PBR_zhanshi.prefab","hero_icon_Carly","[""A_Hero_Tom_zhuanwu_03/A_Hero@Tom_zhuanwu_03_Low_skin/To_unity/DeformationSystem/Root/Root_M/firepoint"",""A_Hero_Tom_zhuanwu_03/A_Hero@Tom_zhuanwu_03_Low_skin/To_unity/DeformationSystem/Root/Root_M/firepoint1""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_03/prefab/A_Hero_Tom_zhuanwu_03_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_03/prefab/A_Hero_Tom_zhuanwu_03_city.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.3,2.9]",1,"[0.05,0.25]","Hero_Carlie_zhuanwu_04_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_city.prefab","","","A_Hero_Tom_zhuanwu_04/A_Hero@Tom_zhuanwu_04_Low_skin/To_unity/DeformationSystem/Root",5001904,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Carly.prefab","","","1","","Aldridge","[0,0]","","hero_icon_Carly","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_PBR_zhanshi.prefab","hero_icon_Carly","[""A_Hero_Tom_zhuanwu_04/A_Hero@Tom_zhuanwu_04_Low_skin/To_unity/DeformationSystem/Root/Root_M/firepoint""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Tom/A_Hero_Tom_zhuanwu_04/prefab/A_Hero_Tom_zhuanwu_04_city.prefab"
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22201,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2201","worker_icon_2201","","worker_icon_2201","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22202,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2202","worker_icon_2202","","worker_icon_2202","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22203,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2203","worker_icon_2203","","worker_icon_2203","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22204,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2204","worker_icon_2204","","worker_icon_2204","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22205,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2205","worker_icon_2205","","worker_icon_2205","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22206,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2206","worker_icon_2206","","worker_icon_2206","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22207,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2207","worker_icon_2207","","worker_icon_2207","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","",22208,0,"Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_2208","worker_icon_2208","","worker_icon_2208","{}","{}","Assets/Main/Prefabs/City/Worker/A_worker_ben_low.prefab",""
"[-66,-205]","1",1.6,"[-66,-205]","{}","","","","[3,3]",1.6,"[0.1,0.25]","Hero_Park02_Timeline","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",120001,1.6,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_tachie003_SkeletonData.prefab","","","1.2","","僵尸头杰瑞","[-66,-205]","","hero_icon003","","zombie_icon01","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab"
"{}","1",1.5,"[46,373]","{}","","","","[1,1]",0,"[0.2,0.25]","","Assets/_Art_LastWar/Models/Characters/Soldier/bubing02/prefab/A_Hero_bubing02.prefab","","","",270019,1.4,"Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_Zombie_boss01/prefab/A_Monster_Zombie_boss01_battlereplay.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/xinshouyindao_SkeletonData.prefab","","","1","","小蓝人","[21,185]","worker_halfbody_big_2002","hero_icon116","Assets/_Art_LastWar/Models/Characters/Soldier/bubing02/prefab/A_Hero_bubing02.prefab","zombie_icon01","[""A_Monster_Zombie_boss01/A_Monster@boss01_skin (1)/To_unity/DeformationSystem/Root/guandian_R/fire_point""]","{}","Assets/_Art_LastWar/Models/Characters/Zombies/A_Monster_Zombie_boss01/prefab/A_Monster_Zombie_boss01_battlereplay.prefab","Assets/_Art_LastWar/Models/Characters/Soldier/bubing02/prefab/A_Hero_bubing02.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.4,2.6]",1,"[0.1,0.25]","Hero_Katyusha_zhuanwu_01_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_01/prefab/A_Hero_Katyusha_zhuanwu_01_city.prefab","","","A_Hero_Katyusha_zhuanwu_01/A_Hero@Katyusha_zhuanwu01_low_skin/To_unity/DeformationSystem/Root/Root_M/Body_M/Body_M1/up1/point1",5000901,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_01/prefab/A_Hero_Katyusha_zhuanwu_01_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Katyusha.prefab","","","1","","Kilian Qatar","[0,0]","","hero_icon_Katyusha","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_01/prefab/A_Hero_Katyusha_zhuanwu_01_PBR_zhanshi.prefab","hero_icon_Katyusha","[""A_Hero_Katyusha_zhuanwu_01/A_Hero@Katyusha_zhuanwu01_low_skin/To_unity/DeformationSystem/Root/Root_M/Body_M/Body_M1/up1/point1/BodyEnd_M/up/point/Tai/firepoint""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_01/prefab/A_Hero_Katyusha_zhuanwu_01_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_01/prefab/A_Hero_Katyusha_zhuanwu_01_city.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.4,2.6]",1,"[0.15,0.25]","Hero_Katyusha_zhuanwu_02_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_02/prefab/A_Hero_Katyusha_zhuanwu_02_city.prefab","","","A_Hero_Katyusha_zhuanwu_02/A_Hero@Katyusha_zhuanwu02_low_skin/DeformationSystem/Root/Root_M/up1/point1",5000902,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_02/prefab/A_Hero_Katyusha_zhuanwu_02_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Katyusha.prefab","","","1","","复仇者","[0,0]","","hero_icon_Katyusha","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_02/prefab/A_Hero_Katyusha_zhuanwu_02_PBR_zhanshi.prefab","hero_icon_Katyusha","[""A_Hero_Katyusha_zhuanwu_02/A_Hero@Katyusha_zhuanwu02_low_skin/DeformationSystem/Root/Root_M/up1/point1""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_02/prefab/A_Hero_Katyusha_zhuanwu_02_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_02/prefab/A_Hero_Katyusha_zhuanwu_02_city.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.4,2.6]",1,"[0.1,0.25]","Hero_Katyusha_zhuanwu_03_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_03/prefab/A_Hero_Katyusha_zhuanwu_03_city.prefab","","","A_Hero_Katyusha_zhuanwu_03/A_Hero@Katyusha_zhuanwu_03_low_skin/To_unity/DeformationSystem/Root/Root_M/up1/point1",5000903,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_03/prefab/A_Hero_Katyusha_zhuanwu_03_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Katyusha.prefab","","","0.9","","Ewan_McGregor","[0,0]","","hero_icon_Katyusha","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_03/prefab/A_Hero_Katyusha_zhuanwu_03_PBR_zhanshi.prefab","hero_icon_Katyusha","[""A_Hero_Katyusha_zhuanwu_03/A_Hero@Katyusha_zhuanwu_03_low_skin/To_unity/DeformationSystem/Root/Root_M/up1/point1/up/point/pao/paotong_l/firepoint""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_03/prefab/A_Hero_Katyusha_zhuanwu_03_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_03/prefab/A_Hero_Katyusha_zhuanwu_03_city.prefab"
"[0,0]","1",1,"[0,0]","{}","","","","[2.4,2.6]",1,"[0,0.25]","Hero_Katyusha_zhuanwu_04_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_04/prefab/A_Hero_Katyusha_zhuanwu_04_city.prefab","","","A_Hero_Katyusha_zhuanwu_04/A_Hero@Katyusha_zhuanwu_04_low_skin/To_unity/DeformationSystem/Root/Root_M/up1/point1",5000904,1,"Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_04/prefab/A_Hero_Katyusha_zhuanwu_04_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_Katyusha_zw.prefab","","","0.9","","爱因斯坦","[0,0]","","hero_icon_Katyusha_zw","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_04/prefab/A_Hero_Katyusha_zhuanwu_04_PBR_zhanshi.prefab","hero_icon_Katyusha_zw","[""A_Hero_Katyusha_zhuanwu_04/A_Hero@Katyusha_zhuanwu_04_low_skin/To_unity/DeformationSystem/Root/Root_M/up1/point1/up/point/pao/paotong_l/firepoint""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_04/prefab/A_Hero_Katyusha_zhuanwu_04_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Katyusha_02/A_Hero_Katyusha_zhuanwu_04/prefab/A_Hero_Katyusha_zhuanwu_04_city.prefab"
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",21201,0,"Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_1201","worker_icon_1201","","worker_icon_1201","{}","{}","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",21202,0,"Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_1202","worker_icon_1202","","worker_icon_1202","{}","{}","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",21203,0,"Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_1203","worker_icon_1203","","worker_icon_1203","{}","{}","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",21204,0,"Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_1204","worker_icon_1204","","worker_icon_1204","{}","{}","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",21205,0,"Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_1205","worker_icon_1205","","worker_icon_1205","{}","{}","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",21206,0,"Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","","","1","","Assets/Main/Prefabs/LWGuide/NPC/A_Hero_lixiaolong.prefab","{}","worker_halfbody_1206","worker_icon_1206","","worker_icon_1206","{}","{}","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab",""
"[-11,73]","1",1.8,"[-11,73]","{}","","","","[2.5,3]",1.8,"[0.1,0.25]","Hero_Park02_Timeline","Assets/_Art_LastWar/Models/Cars/army_t3_02/prefab/army_t3_02a.prefab","","","root/Dummy_cheshen/control",140006,1.8,"Assets/_Art_LastWar/Models/Cars/army_t3_02/prefab/army_t3_02a.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_tachie006_SkeletonData.prefab","","","1.2","","僵尸头斯卡蕾特","[-11,73]","","hero_icon006","","zombie_icon01","[""root/Dummy_cheshen/control/Dummy002/Dummy026/fire_point""]","[0,-90,0]","Assets/_Art_LastWar/Models/Cars/army_t3_02/prefab/army_t3_02a.prefab","Assets/_Art_LastWar/Models/Cars/army_t3_02/prefab/army_t3_02a.prefab"
"[36,-54]","1",0.7,"[-2,117]","{}","","","","[2.5,2.6]",0.7,"[0,0.25]","Hero_Elsa_01_Timeline","Assets/_Art_LastWar/Models/Cars/A_Hero_Elsa_01/prefab/A_Hero_Elsa_01_city_hero.prefab","","","A_Hero_Elsa_01/A_Hero_Elsa_01_skin/To_unity/Root/Root_M/Body_M/up/point",140007,0.6,"Assets/_Art_LastWar/Models/Cars/A_Hero_Elsa_01/prefab/A_Hero_Elsa_01_pve_battle.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_icon_elsa.prefab","","","1","","僵尸头艾尔莎","[36,-54]","","hero_icon308","","zombie_icon01","[""A_Hero_Elsa_01/A_Hero_Elsa_01_skin/To_unity/Root/Root_M/Body_M/up/point/fire_point""]","{}","Assets/_Art_LastWar/Models/Cars/A_Hero_Elsa_01/prefab/A_Hero_Elsa_01_pve_battle.prefab","Assets/_Art_LastWar/Models/Cars/A_Hero_Elsa_01/prefab/A_Hero_Elsa_01.prefab"
"[58,-13]","1",1.7,"[58,-13]","{}","","","","[3,3]",1.7,"[0,0.25]","Hero_Park02_Timeline","Assets/_Art_LastWar/Models/Cars/army_t2_04/prefab/army_t2_04.prefab","","","root/Dummy002/Dummy004/control",140008,1.7,"Assets/_Art_LastWar/Models/Cars/army_t2_04/prefab/army_t2_04.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_tachie111_SkeletonData.prefab","","","1.2","","僵尸头法哈德","[58,-13]","","hero_icon111","","zombie_icon01","[""root/Dummy002/Dummy004/control/Dummy008/Dummy007/Bone001/fire_point""]","[0,-90,0]","Assets/_Art_LastWar/Models/Cars/army_t2_04/prefab/army_t2_04.prefab","Assets/_Art_LastWar/Models/Cars/army_t2_04/prefab/army_t2_04.prefab"
"[-76,-101]","1",1.6,"[-76,-101]","{}","","","","[3,2.8]",1.6,"[0,0.25]","Hero_Park02_Timeline","Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03.prefab","","","root/Dummy002/control",140009,1.6,"Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_tachie009_SkeletonData.prefab","","","1.2","","僵尸头理查德","[-76,-101]","","hero_icon009","","zombie_icon01","[""root/Dummy002/control/Dummy005/Bone001/fire_point""]","[0,-90,0]","Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03.prefab","Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03.prefab"
"[-117,-70]","1",1.7,"[-117,-70]","{}","","","","[3,2.8]",1.7,"[0,0.25]","Hero_Park02_Timeline","Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03a.prefab","","","root/Dummy002/control",140010,1.7,"Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03a.prefab","","Assets/Main/Prefabs/HeroSpinPrefabs/hero_tachie210_SkeletonData.prefab","","","1.2","","僵尸头梅森","[-117,-70]","","hero_icon210","","zombie_icon01","[""root/Dummy002/control/Dummy005/Bone001/fire_point""]","[0,-90,0]","Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03a.prefab","Assets/_Art_LastWar/Models/Cars/army_t2_03/prefab/army_t2_03a.prefab"
